MLOC_55537	HORVU.MOREX.r3.1HG0000030	1H	76587	78159	1H	76744	77373
MLOC_55538	HORVU.MOREX.r3.1HG0000040	1H	78275	84654	1H	78284	81892
MLOC_55538	HORVU.MOREX.r3.1HG0000050	1H	78375	84654	1H	84091	87063
MLOC_69504	HORVU.MOREX.r3.1HG0000060	1H	131882	135538	1H	132221	138736
MLOC_71339	HORVU.MOREX.r3.1HG0000070	1H	145552	148710	1H	146607	148562
MLOC_65880	HORVU.MOREX.r3.1HG0000090	1H	156790	158199	1H	156767	159868
MLOC_37257	HORVU.MOREX.r3.1HG0000110	1H	173691	178904	1H	173586	179073
MLOC_65169	HORVU.MOREX.r3.1HG0000130	1H	376528	383976	1H	376513	387660
MLOC_76228	HORVU.MOREX.r3.1HG0000220	1H	578612	580509	1H	579618	585987
MLOC_21930	HORVU.MOREX.r3.1HG0000230	1H	592042	593072	1H	592132	592473
MLOC_78967	HORVU.MOREX.r3.1HG0000240	1H	594834	598473	1H	593582	596593
MLOC_18184	HORVU.MOREX.r3.1HG0000250	1H	601957	607641	1H	603056	607068
MLOC_75811	HORVU.MOREX.r3.1HG0000260	1H	664250	670350	1H	669249	670359
MLOC_72380	HORVU.MOREX.r3.1HG0000340	1H	1140400	1148391	1H	1141088	1148147
MLOC_23803	HORVU.MOREX.r3.1HG0000350	1H	1155425	1159495	1H	1155323	1159598
MLOC_10384	HORVU.MOREX.r3.1HG0000360	1H	1160365	1169657	1H	1166807	1169702
MLOC_15761	HORVU.MOREX.r3.1HG0000430	1H	1336825	1338654	1H	1335336	1337433
MLOC_53555	HORVU.MOREX.r3.1HG0000480	1H	1494020	1499285	1H	1499093	1501176
MLOC_57430	HORVU.MOREX.r3.1HG0000490	1H	1510961	1513346	1H	1511418	1513470
MLOC_55443	HORVU.MOREX.r3.1HG0000580	1H	1583263	1587519	1H	1585712	1593597
MLOC_5296	HORVU.MOREX.r3.1HG0000590	1H	1596499	1602082	1H	1596612	1596974
MLOC_5296	HORVU.MOREX.r3.1HG0000600	1H	1596499	1602084	1H	1599491	1601784
MLOC_5296	HORVU.MOREX.r3.1HG0000610	1H	1596566	1609918	1H	1602945	1606151
MLOC_34765	HORVU.MOREX.r3.1HG0000620	1H	1609950	1621839	1H	1613941	1621779
MLOC_43909	HORVU.MOREX.r3.1HG0000630	1H	1630927	1636519	1H	1630936	1636720
MLOC_54063	HORVU.MOREX.r3.1HG0000660	1H	1706932	1712456	1H	1706754	1712567
MLOC_79508	HORVU.MOREX.r3.1HG0000670	1H	1726143	1728038	1H	1725335	1728063
MLOC_13737	HORVU.MOREX.r3.1HG0000690	1H	1753726	1759155	1H	1753936	1757170
MLOC_60692	HORVU.MOREX.r3.1HG0000730	1H	1820815	1827196	1H	1820956	1824583
MLOC_66709	HORVU.MOREX.r3.1HG0000780	1H	1839494	1846267	1H	1842929	1845278
MLOC_64273	HORVU.MOREX.r3.1HG0000810	1H	2059341	2062456	1H	2061272	2062303
MLOC_44278	HORVU.MOREX.r3.1HG0000850	1H	2083403	2086557	1H	2083156	2086559
MLOC_56313	HORVU.MOREX.r3.1HG0000870	1H	2099101	2107877	1H	2100234	2101977
MLOC_56313	HORVU.MOREX.r3.1HG0000880	1H	2099101	2107877	1H	2105889	2106453
MLOC_3117	HORVU.MOREX.r3.1HG0000990	1H	2301927	2306346	1H	2301095	2305883
MLOC_68128	HORVU.MOREX.r3.1HG0001010	1H	2322088	2326631	1H	2321790	2326362
MLOC_66610	HORVU.MOREX.r3.1HG0001020	1H	2353059	2364688	1H	2358479	2362796
MLOC_66596	HORVU.MOREX.r3.1HG0001030	1H	2390312	2397795	1H	2389468	2394114
MLOC_57152	HORVU.MOREX.r3.1HG0001120	1H	2577154	2585652	1H	2577003	2580483
MLOC_57153	HORVU.MOREX.r3.1HG0001130	1H	2582606	2589235	1H	2582508	2586544
MLOC_57153	HORVU.MOREX.r3.1HG0001140	1H	2582634	2589235	1H	2588537	2589323
MLOC_923	HORVU.MOREX.r3.1HG0001410	1H	3203800	3204575	1H	3203351	3207774
MLOC_46003	HORVU.MOREX.r3.1HG0001420	1H	3260876	3262254	1H	3260544	3261440
MLOC_32842	HORVU.MOREX.r3.1HG0001450	1H	3324651	3325886	1H	3324899	3325726
MLOC_37717	HORVU.MOREX.r3.1HG0001470	1H	3576668	3580887	1H	3576852	3580707
MLOC_67701	HORVU.MOREX.r3.1HG0001480	1H	3588121	3593105	1H	3588727	3589029
MLOC_5818	HORVU.MOREX.r3.1HG0001510	1H	3638504	3641716	1H	3636585	3640287
MLOC_74516	HORVU.MOREX.r3.1HG0001980	1H	4377621	4378890	1H	4377635	4379445
MLOC_76007	HORVU.MOREX.r3.1HG0002020	1H	4409798	4411771	1H	4409810	4411100
MLOC_10413	HORVU.MOREX.r3.1HG0002040	1H	4416867	4420517	1H	4417015	4417801
MLOC_79018	HORVU.MOREX.r3.1HG0002080	1H	4431773	4438890	1H	4436045	4438890
MLOC_11917	HORVU.MOREX.r3.1HG0002100	1H	4450608	4452884	1H	4450881	4453238
MLOC_14454	HORVU.MOREX.r3.1HG0002160	1H	4509004	4513109	1H	4508848	4515528
MLOC_77918	HORVU.MOREX.r3.1HG0002180	1H	4521860	4524526	1H	4521843	4523999
MLOC_77918	HORVU.MOREX.r3.1HG0002190	1H	4521861	4524541	1H	4524274	4524510
MLOC_44678	HORVU.MOREX.r3.1HG0002260	1H	4883598	4886975	1H	4883526	4885095
MLOC_71784	HORVU.MOREX.r3.1HG0002280	1H	4890061	4893853	1H	4889937	4891855
MLOC_61634	HORVU.MOREX.r3.1HG0002320	1H	4908571	4909600	1H	4907564	4909543
MLOC_61636	HORVU.MOREX.r3.1HG0002330	1H	4910045	4915351	1H	4909938	4913639
MLOC_61636	HORVU.MOREX.r3.1HG0002340	1H	4911181	4915351	1H	4915134	4920356
MLOC_61514	HORVU.MOREX.r3.1HG0002350	1H	4915172	4920952	1H	4920810	4921547
MLOC_66081	HORVU.MOREX.r3.1HG0002380	1H	4938257	4943599	1H	4942091	4943625
MLOC_14626	HORVU.MOREX.r3.1HG0002410	1H	5007243	5011740	1H	5008978	5011488
MLOC_58864	HORVU.MOREX.r3.1HG0002440	1H	5057110	5060966	1H	5058337	5060868
MLOC_58866	HORVU.MOREX.r3.1HG0002450	1H	5062152	5069705	1H	5067152	5069794
MLOC_76181	HORVU.MOREX.r3.1HG0002470	1H	5074117	5075763	1H	5075230	5075986
MLOC_9830	HORVU.MOREX.r3.1HG0002500	1H	5078834	5082580	1H	5080842	5082410
MLOC_59758	HORVU.MOREX.r3.1HG0002510	1H	5095495	5103361	1H	5095543	5109506
MLOC_65034	HORVU.MOREX.r3.1HG0002520	1H	5111330	5113154	1H	5111508	5112843
MLOC_50847	HORVU.MOREX.r3.1HG0002530	1H	5116025	5116620	1H	5116093	5116655
MLOC_69034	HORVU.MOREX.r3.1HG0002560	1H	5137922	5142709	1H	5139979	5142736
MLOC_69033	HORVU.MOREX.r3.1HG0002570	1H	5147294	5154026	1H	5152328	5154076
MLOC_72196	HORVU.MOREX.r3.1HG0002580	1H	5157104	5158934	1H	5158104	5160592
MLOC_38624	HORVU.MOREX.r3.1HG0002590	1H	5344392	5347746	1H	5341121	5348287
MLOC_37184	HORVU.MOREX.r3.1HG0002630	1H	5393134	5396992	1H	5391943	5396772
MLOC_73480	HORVU.MOREX.r3.1HG0002660	1H	5494766	5501734	1H	5495137	5501701
MLOC_73481	HORVU.MOREX.r3.1HG0002670	1H	5497299	5503663	1H	5502299	5503663
MLOC_37211	HORVU.MOREX.r3.1HG0002770	1H	5631238	5635656	1H	5631301	5632002
MLOC_19284	HORVU.MOREX.r3.1HG0002800	1H	5646971	5651293	1H	5646756	5651192
MLOC_21385	HORVU.MOREX.r3.1HG0002830	1H	5691772	5693470	1H	5691018	5693589
MLOC_37432	HORVU.MOREX.r3.1HG0002870	1H	5710531	5713837	1H	5710783	5714227
MLOC_74537	HORVU.MOREX.r3.1HG0002890	1H	5720737	5725424	1H	5722869	5725586
MLOC_54688	HORVU.MOREX.r3.1HG0003120	1H	5975552	5983097	1H	5980744	5982954
MLOC_63006	HORVU.MOREX.r3.1HG0003130	1H	6053483	6064325	1H	6053483	6059540
MLOC_54382	HORVU.MOREX.r3.1HG0003140	1H	6138686	6145601	1H	6142235	6145606
MLOC_54383	HORVU.MOREX.r3.1HG0003150	1H	6145656	6158106	1H	6145972	6148385
MLOC_54384	HORVU.MOREX.r3.1HG0003160	1H	6146076	6153623	1H	6151265	6157784
MLOC_44666	HORVU.MOREX.r3.1HG0003180	1H	6246857	6251811	1H	6247206	6248702
MLOC_17252	HORVU.MOREX.r3.1HG0003210	1H	6287349	6289459	1H	6278996	6288427
MLOC_66712	HORVU.MOREX.r3.1HG0003230	1H	6305781	6307493	1H	6300235	6306834
MLOC_73882	HORVU.MOREX.r3.1HG0003260	1H	6684574	6690255	1H	6684668	6692035
MLOC_59777	HORVU.MOREX.r3.1HG0003280	1H	6698628	6706787	1H	6698673	6706333
MLOC_16571	HORVU.MOREX.r3.1HG0003290	1H	6748116	6752491	1H	6745005	6752823
MLOC_75523	HORVU.MOREX.r3.1HG0003310	1H	6787183	6789521	1H	6787041	6788808
MLOC_78227	HORVU.MOREX.r3.1HG0003390	1H	6898192	6906139	1H	6892310	6906190
MLOC_65041	HORVU.MOREX.r3.1HG0003410	1H	6930916	6939580	1H	6930088	6938798
MLOC_54608	HORVU.MOREX.r3.1HG0003430	1H	6974329	6981929	1H	6978204	6982039
MLOC_53389	HORVU.MOREX.r3.1HG0003610	1H	7567308	7568084	1H	7566833	7568605
MLOC_53391	HORVU.MOREX.r3.1HG0003620	1H	7573344	7586942	1H	7573404	7583024
MLOC_54924	HORVU.MOREX.r3.1HG0003650	1H	7632990	7643583	1H	7633106	7635082
MLOC_54925	HORVU.MOREX.r3.1HG0003660	1H	7639540	7643583	1H	7639773	7652128
MLOC_51103	HORVU.MOREX.r3.1HG0003690	1H	7766568	7773434	1H	7762537	7773612
MLOC_55502	HORVU.MOREX.r3.1HG0003700	1H	7841501	7853284	1H	7841984	7852704
MLOC_11814	HORVU.MOREX.r3.1HG0003720	1H	7877772	7881842	1H	7878089	7881537
MLOC_75528	HORVU.MOREX.r3.1HG0003780	1H	8052602	8054943	1H	8052823	8054943
MLOC_58123	HORVU.MOREX.r3.1HG0003820	1H	8207644	8218093	1H	8209951	8218139
MLOC_30235	HORVU.MOREX.r3.1HG0003860	1H	8317698	8320909	1H	8315499	8320178
MLOC_58704	HORVU.MOREX.r3.1HG0003890	1H	8354485	8361998	1H	8353366	8355531
MLOC_36487	HORVU.MOREX.r3.1HG0003950	1H	8529647	8534702	1H	8529506	8534412
MLOC_58150	HORVU.MOREX.r3.1HG0003980	1H	8560235	8561365	1H	8560802	8566078
MLOC_35217	HORVU.MOREX.r3.1HG0004060	1H	8701354	8702635	1H	8701572	8703842
MLOC_10656	HORVU.MOREX.r3.1HG0004110	1H	8865909	8866756	1H	8866276	8866578
MLOC_27294	HORVU.MOREX.r3.1HG0004130	1H	8872349	8873411	1H	8869427	8871028
MLOC_36586	HORVU.MOREX.r3.1HG0004150	1H	8874484	8879884	1H	8874494	8879852
MLOC_25433	HORVU.MOREX.r3.1HG0004160	1H	8891642	8892717	1H	8888551	8893521
MLOC_65684	HORVU.MOREX.r3.1HG0004210	1H	8933687	8938827	1H	8934524	8936596
MLOC_65684	HORVU.MOREX.r3.1HG0004220	1H	8933687	8938355	1H	8937486	8938841
MLOC_56627	HORVU.MOREX.r3.1HG0004230	1H	8948753	8956057	1H	8949406	8953478
MLOC_21843	HORVU.MOREX.r3.1HG0004240	1H	8999802	9000903	1H	8999026	9000759
MLOC_2643	HORVU.MOREX.r3.1HG0004280	1H	9110813	9113186	1H	9112595	9116319
MLOC_9888	HORVU.MOREX.r3.1HG0004340	1H	9139714	9143967	1H	9143130	9147896
MLOC_52397	HORVU.MOREX.r3.1HG0004560	1H	9331981	9337160	1H	9328912	9337145
MLOC_59047	HORVU.MOREX.r3.1HG0004660	1H	9413845	9415865	1H	9409540	9416043
MLOC_30215	HORVU.MOREX.r3.1HG0004690	1H	9451876	9452351	1H	9451959	9452436
MLOC_43911	HORVU.MOREX.r3.1HG0004730	1H	9496132	9497630	1H	9495871	9497076
MLOC_64327	HORVU.MOREX.r3.1HG0004880	1H	9612130	9615397	1H	9612054	9614384
MLOC_53429	HORVU.MOREX.r3.1HG0004990	1H	9892815	9897037	1H	9893106	9893938
MLOC_34630	HORVU.MOREX.r3.1HG0005090	1H	10093161	10100336	1H	10098224	10100355
MLOC_59638	HORVU.MOREX.r3.1HG0005110	1H	10190280	10196258	1H	10190785	10193166
MLOC_10300	HORVU.MOREX.r3.1HG0005170	1H	10221562	10232206	1H	10221562	10227206
MLOC_10525	HORVU.MOREX.r3.1HG0005190	1H	10236652	10243364	1H	10236718	10245962
MLOC_74662	HORVU.MOREX.r3.1HG0005360	1H	10547208	10550004	1H	10547668	10549344
MLOC_10576	HORVU.MOREX.r3.1HG0005370	1H	10555032	10559414	1H	10554564	10559311
MLOC_14904	HORVU.MOREX.r3.1HG0005400	1H	10817705	10824736	1H	10817866	10824904
MLOC_14903	HORVU.MOREX.r3.1HG0005410	1H	10825330	10826691	1H	10825469	10828617
MLOC_35025	HORVU.MOREX.r3.1HG0005420	1H	10846739	10848093	1H	10846912	10848716
MLOC_50917	HORVU.MOREX.r3.1HG0005480	1H	11128162	11129956	1H	11129339	11130008
MLOC_60208	HORVU.MOREX.r3.1HG0005580	1H	11464868	11471203	1H	11468561	11471133
MLOC_3872	HORVU.MOREX.r3.1HG0005590	1H	11472348	11475237	1H	11473145	11475188
MLOC_13901	HORVU.MOREX.r3.1HG0005610	1H	11516034	11521724	1H	11518690	11521575
MLOC_43957	HORVU.MOREX.r3.1HG0005620	1H	11544378	11548249	1H	11544250	11548900
MLOC_65584	HORVU.MOREX.r3.1HG0005660	1H	11633174	11638435	1H	11637627	11637854
MLOC_44956	HORVU.MOREX.r3.1HG0005750	1H	11835665	11838347	1H	11836012	11838262
MLOC_68710	HORVU.MOREX.r3.1HG0005790	1H	11862521	11865805	1H	11863337	11865485
MLOC_39336	HORVU.MOREX.r3.1HG0005810	1H	11881147	11884361	1H	11881186	11884961
MLOC_15655	HORVU.MOREX.r3.1HG0005830	1H	12064562	12065647	1H	12064600	12066525
MLOC_20089	HORVU.MOREX.r3.1HG0005840	1H	12106972	12110562	1H	12107340	12110125
MLOC_4142	HORVU.MOREX.r3.1HG0006100	1H	12633484	12641958	1H	12641325	12645035
MLOC_53251	HORVU.MOREX.r3.1HG0006160	1H	12727859	12734485	1H	12730601	12734023
MLOC_17312	HORVU.MOREX.r3.1HG0006210	1H	12803023	12805070	1H	12801950	12804888
MLOC_70910	HORVU.MOREX.r3.1HG0006230	1H	12823870	12829465	1H	12824045	12827600
MLOC_15704	HORVU.MOREX.r3.1HG0006340	1H	13207993	13209448	1H	13207859	13210838
MLOC_16945	HORVU.MOREX.r3.1HG0006400	1H	13341079	13345098	1H	13340783	13345156
MLOC_69663	HORVU.MOREX.r3.1HG0006420	1H	13376997	13386327	1H	13380272	13383061
MLOC_75131	HORVU.MOREX.r3.1HG0006440	1H	13394300	13395813	1H	13394547	13399436
MLOC_63476	HORVU.MOREX.r3.1HG0006460	1H	13407801	13408741	1H	13408208	13409239
MLOC_65878	HORVU.MOREX.r3.1HG0006480	1H	13457053	13458927	1H	13454084	13459040
MLOC_7648	HORVU.MOREX.r3.1HG0006490	1H	13469915	13471489	1H	13469764	13470780
MLOC_38210	HORVU.MOREX.r3.1HG0006570	1H	13863369	13865587	1H	13863346	13865640
MLOC_81367	HORVU.MOREX.r3.1HG0006610	1H	13953443	13954041	1H	13953186	13954051
MLOC_33483	HORVU.MOREX.r3.1HG0006650	1H	14098032	14098673	1H	14097773	14098865
MLOC_33482	HORVU.MOREX.r3.1HG0006660	1H	14099536	14103160	1H	14099496	14102975
MLOC_33179	HORVU.MOREX.r3.1HG0006690	1H	14145467	14147519	1H	14146310	14159635
MLOC_3125	HORVU.MOREX.r3.1HG0006820	1H	14288915	14290442	1H	14250861	14303895
MLOC_10033	HORVU.MOREX.r3.1HG0007160	1H	14657180	14662660	1H	14644239	14662881
MLOC_61974	HORVU.MOREX.r3.1HG0007200	1H	14712339	14717567	1H	14710882	14717791
MLOC_39726	HORVU.MOREX.r3.1HG0007220	1H	14721258	14722169	1H	14719923	14722188
MLOC_51002	HORVU.MOREX.r3.1HG0007230	1H	14722541	14726999	1H	14722320	14726912
MLOC_39001	HORVU.MOREX.r3.1HG0007240	1H	14732568	14738466	1H	14731614	14732584
MLOC_9970	HORVU.MOREX.r3.1HG0007280	1H	14835848	14844525	1H	14837063	14838448
MLOC_9970	HORVU.MOREX.r3.1HG0007290	1H	14835863	14844525	1H	14841990	14851305
MLOC_53936	HORVU.MOREX.r3.1HG0007360	1H	15074583	15083505	1H	15080517	15084580
MLOC_60460	HORVU.MOREX.r3.1HG0007370	1H	15089099	15095303	1H	15090639	15094473
MLOC_59747	HORVU.MOREX.r3.1HG0007460	1H	15214432	15224271	1H	15220072	15225984
MLOC_57666	HORVU.MOREX.r3.1HG0007590	1H	15436533	15440924	1H	15435759	15440879
MLOC_65784	HORVU.MOREX.r3.1HG0007600	1H	15530217	15534524	1H	15528997	15534507
MLOC_69897	HORVU.MOREX.r3.1HG0007630	1H	15578646	15584881	1H	15578859	15582777
MLOC_6194	HORVU.MOREX.r3.1HG0007740	1H	16287157	16290312	1H	16287097	16287824
MLOC_43525	HORVU.MOREX.r3.1HG0007840	1H	16441056	16456706	1H	16439665	16444085
MLOC_43525	HORVU.MOREX.r3.1HG0007850	1H	16441821	16449126	1H	16447982	16456600
MLOC_53171	HORVU.MOREX.r3.1HG0007900	1H	16532559	16537931	1H	16529367	16533215
MLOC_53171	HORVU.MOREX.r3.1HG0007910	1H	16532746	16537931	1H	16533856	16537335
MLOC_19578	HORVU.MOREX.r3.1HG0007940	1H	16548060	16558730	1H	16548263	16548928
MLOC_53279	HORVU.MOREX.r3.1HG0008070	1H	16847578	16851403	1H	16849242	16850512
MLOC_68938	HORVU.MOREX.r3.1HG0008080	1H	16855097	16858930	1H	16855132	16857094
MLOC_65245	HORVU.MOREX.r3.1HG0008140	1H	17320238	17326530	1H	17320177	17322038
MLOC_61537	HORVU.MOREX.r3.1HG0008310	1H	19433090	19441170	1H	19430465	19441274
MLOC_60371	HORVU.MOREX.r3.1HG0008380	1H	19594396	19603229	1H	19594397	19598333
MLOC_60372	HORVU.MOREX.r3.1HG0008390	1H	19601076	19607254	1H	19603792	19604238
MLOC_60372	HORVU.MOREX.r3.1HG0008400	1H	19601076	19607254	1H	19605799	19607123
MLOC_14868	HORVU.MOREX.r3.1HG0008440	1H	19821931	19824353	1H	19818871	19824392
MLOC_66606	HORVU.MOREX.r3.1HG0008450	1H	19833233	19835905	1H	19832954	19835880
MLOC_56929	HORVU.MOREX.r3.1HG0008520	1H	20131023	20134484	1H	20130667	20134704
MLOC_57871	HORVU.MOREX.r3.1HG0008620	1H	20536735	20543722	1H	20536896	20542634
MLOC_38832	HORVU.MOREX.r3.1HG0008650	1H	20592148	20597782	1H	20592129	20598014
MLOC_72514	HORVU.MOREX.r3.1HG0008660	1H	20656790	20659464	1H	20656862	20657602
MLOC_13137	HORVU.MOREX.r3.1HG0008690	1H	20696623	20701516	1H	20697597	20700892
MLOC_7036	HORVU.MOREX.r3.1HG0008790	1H	20738852	20741431	1H	20738812	20744561
MLOC_17935	HORVU.MOREX.r3.1HG0008810	1H	20811963	20813518	1H	20811961	20813098
MLOC_27541	HORVU.MOREX.r3.1HG0008820	1H	20816714	20818591	1H	20816773	20819499
MLOC_38560	HORVU.MOREX.r3.1HG0008840	1H	20849030	20850655	1H	20849423	20850848
MLOC_57526	HORVU.MOREX.r3.1HG0008890	1H	20940590	20945471	1H	20940545	20945608
MLOC_62014	HORVU.MOREX.r3.1HG0008900	1H	20984591	20986189	1H	20985238	20986705
MLOC_54264	HORVU.MOREX.r3.1HG0008950	1H	21238475	21244410	1H	21241389	21243784
MLOC_22532	HORVU.MOREX.r3.1HG0008980	1H	21386997	21387803	1H	21387412	21389155
MLOC_77705	HORVU.MOREX.r3.1HG0009210	1H	22080605	22088434	1H	22084321	22088312
MLOC_68424	HORVU.MOREX.r3.1HG0009360	1H	22297850	22302376	1H	22297960	22301225
MLOC_63317	HORVU.MOREX.r3.1HG0009420	1H	22379037	22384240	1H	22382250	22386447
MLOC_23830	HORVU.MOREX.r3.1HG0009450	1H	22434285	22435523	1H	22434837	22435414
MLOC_7770	HORVU.MOREX.r3.1HG0009460	1H	22440717	22444278	1H	22443010	22444324
MLOC_45713	HORVU.MOREX.r3.1HG0009490	1H	22514541	22515175	1H	22513114	22515114
MLOC_50663	HORVU.MOREX.r3.1HG0009630	1H	22591893	22592543	1H	22591951	22593252
MLOC_45727	HORVU.MOREX.r3.1HG0009950	1H	23170801	23172370	1H	23171525	23172058
MLOC_74415	HORVU.MOREX.r3.1HG0010060	1H	23486959	23491783	1H	23488842	23489918
MLOC_56936	HORVU.MOREX.r3.1HG0010080	1H	23546266	23547538	1H	23545919	23549762
MLOC_67092	HORVU.MOREX.r3.1HG0010330	1H	24137190	24140691	1H	24139793	24140691
MLOC_55368	HORVU.MOREX.r3.1HG0010370	1H	24251215	24258235	1H	24252084	24261147
MLOC_54740	HORVU.MOREX.r3.1HG0010380	1H	24260847	24266880	1H	24265848	24266880
MLOC_66404	HORVU.MOREX.r3.1HG0010450	1H	24311897	24317181	1H	24311973	24314309
MLOC_79392	HORVU.MOREX.r3.1HG0010490	1H	24677180	24679496	1H	24677344	24679026
MLOC_37736	HORVU.MOREX.r3.1HG0010530	1H	24807803	24809048	1H	24804526	24809130
MLOC_39555	HORVU.MOREX.r3.1HG0010610	1H	24973437	24976282	1H	24974702	24975771
MLOC_17903	HORVU.MOREX.r3.1HG0010640	1H	25062090	25065986	1H	25065100	25067418
MLOC_10766	HORVU.MOREX.r3.1HG0010650	1H	25070079	25072676	1H	25071991	25072755
MLOC_60968	HORVU.MOREX.r3.1HG0010660	1H	25075270	25077349	1H	25076566	25077284
MLOC_110	HORVU.MOREX.r3.1HG0010700	1H	25227100	25227841	1H	25227281	25228446
MLOC_33922	HORVU.MOREX.r3.1HG0010720	1H	25306489	25310733	1H	25304879	25307299
MLOC_65639	HORVU.MOREX.r3.1HG0010780	1H	25516072	25525083	1H	25519259	25519531
MLOC_65639	HORVU.MOREX.r3.1HG0010790	1H	25516072	25525300	1H	25519674	25524957
MLOC_21210	HORVU.MOREX.r3.1HG0010800	1H	25581751	25582814	1H	25580810	25582447
MLOC_72968	HORVU.MOREX.r3.1HG0010920	1H	25739649	25745057	1H	25739743	25741504
MLOC_72968	HORVU.MOREX.r3.1HG0010930	1H	25740633	25745057	1H	25742393	25745210
MLOC_53697	HORVU.MOREX.r3.1HG0010970	1H	26128549	26129667	1H	26128483	26129495
MLOC_61750	HORVU.MOREX.r3.1HG0011020	1H	26310400	26314476	1H	26310692	26314459
MLOC_58269	HORVU.MOREX.r3.1HG0011080	1H	26346006	26349765	1H	26346006	26349137
MLOC_63431	HORVU.MOREX.r3.1HG0011140	1H	26639351	26640571	1H	26639586	26640378
MLOC_18223	HORVU.MOREX.r3.1HG0011170	1H	26647238	26649562	1H	26648449	26649643
MLOC_59170	HORVU.MOREX.r3.1HG0011190	1H	26919867	26929634	1H	26920150	26925603
MLOC_7243	HORVU.MOREX.r3.1HG0011270	1H	27140677	27148306	1H	27141276	27148410
MLOC_14700	HORVU.MOREX.r3.1HG0011280	1H	27153367	27158389	1H	27157102	27158389
MLOC_15492	HORVU.MOREX.r3.1HG0011360	1H	27493322	27497422	1H	27495202	27497787
