HORVU1Hr1G000020	HORVU.MOREX.r3.1HG0000030	1H	78511	81705	1H	76744	77373
HORVU1Hr1G000010	HORVU.MOREX.r3.1HG0000050	1H	84318	87067	1H	84091	87063
HORVU1Hr1G000060	HORVU.MOREX.r3.1HG0000060	1H	133794	138504	1H	132221	138736
HORVU1Hr1G000080	HORVU.MOREX.r3.1HG0000070	1H	146970	148228	1H	146607	148562
HORVU1Hr1G000090	HORVU.MOREX.r3.1HG0000080	1H	152837	156005	1H	152919	156330
HORVU1Hr1G000110	HORVU.MOREX.r3.1HG0000090	1H	157204	159979	1H	156767	159868
HORVU0Hr1G026480	HORVU.MOREX.r3.1HG0000110	1H	175841	178998	1H	173586	179073
HORVU1Hr1G000290	HORVU.MOREX.r3.1HG0000130	1H	377124	387660	1H	376513	387660
HORVU1Hr1G000270	HORVU.MOREX.r3.1HG0000140	1H	410008	413574	1H	409649	413586
HORVU1Hr1G000260	HORVU.MOREX.r3.1HG0000210	1H	539356	543436	1H	539356	543436
HORVU1Hr1G000250	HORVU.MOREX.r3.1HG0000220	1H	579618	585987	1H	579618	585987
HORVU1Hr1G000240	HORVU.MOREX.r3.1HG0000230	1H	592132	592503	1H	592132	592473
HORVU1Hr1G000230	HORVU.MOREX.r3.1HG0000240	1H	593582	596557	1H	593582	596593
HORVU1Hr1G000210	HORVU.MOREX.r3.1HG0000250	1H	603056	607068	1H	603056	607068
HORVU1Hr1G000160	HORVU.MOREX.r3.1HG0000260	1H	669483	670078	1H	669249	670359
HORVU1Hr1G000170	HORVU.MOREX.r3.1HG0000270	1H	673460	673842	1H	673211	673833
HORVU1Hr1G000190	HORVU.MOREX.r3.1HG0000280	1H	710859	715963	1H	710859	715963
HORVU1Hr1G000320	HORVU.MOREX.r3.1HG0000340	1H	1140989	1141453	1H	1141088	1148147
HORVU1Hr1G000310	HORVU.MOREX.r3.1HG0000350	1H	1155667	1156146	1H	1155323	1159598
HORVU1Hr1G000370	HORVU.MOREX.r3.1HG0000360	1H	1165466	1169702	1H	1166807	1169702
HORVU1Hr1G000340	HORVU.MOREX.r3.1HG0000430	1H	1335624	1337407	1H	1335336	1337433
HORVU1Hr1G000450	HORVU.MOREX.r3.1HG0000470	1H	1474789	1476509	1H	1474564	1476642
HORVU1Hr1G000440	HORVU.MOREX.r3.1HG0000480	1H	1499098	1500905	1H	1499093	1501176
HORVU1Hr1G000430	HORVU.MOREX.r3.1HG0000490	1H	1511451	1513196	1H	1511418	1513470
HORVU1Hr1G000400	HORVU.MOREX.r3.1HG0000530	1H	1555790	1556539	1H	1555790	1556539
HORVU0Hr1G000020	HORVU.MOREX.r3.1HG0000600	1H	1598438	1601329	1H	1599491	1601784
HORVU0Hr1G000030	HORVU.MOREX.r3.1HG0000610	1H	1603220	1605922	1H	1602945	1606151
HORVU1Hr1G000530	HORVU.MOREX.r3.1HG0000620	1H	1618354	1621420	1H	1613941	1621779
HORVU1Hr1G000520	HORVU.MOREX.r3.1HG0000630	1H	1631183	1636504	1H	1630936	1636720
HORVU1Hr1G000620	HORVU.MOREX.r3.1HG0000660	1H	1707000	1712303	1H	1706754	1712567
HORVU1Hr1G000600	HORVU.MOREX.r3.1HG0000670	1H	1726171	1727625	1H	1725335	1728063
HORVU1Hr1G000590	HORVU.MOREX.r3.1HG0000680	1H	1729220	1730137	1H	1728977	1730259
HORVU1Hr1G000560	HORVU.MOREX.r3.1HG0000690	1H	1754889	1757170	1H	1753936	1757170
HORVU1Hr1G000550	HORVU.MOREX.r3.1HG0000710	1H	1767118	1771516	1H	1765837	1771516
HORVU1Hr1G000660	HORVU.MOREX.r3.1HG0000730	1H	1820956	1824583	1H	1820956	1824583
HORVU1Hr1G000640	HORVU.MOREX.r3.1HG0000780	1H	1842857	1843816	1H	1842929	1845278
HORVU1Hr1G000680	HORVU.MOREX.r3.1HG0000800	1H	1917886	1918803	1H	1917886	1918803
HORVU1Hr1G000700	HORVU.MOREX.r3.1HG0000810	1H	2061272	2062303	1H	2061272	2062303
HORVU1Hr1G000710	HORVU.MOREX.r3.1HG0000850	1H	2083110	2086177	1H	2083156	2086559
HORVU1Hr1G000720	HORVU.MOREX.r3.1HG0000870	1H	2100210	2100512	1H	2100234	2101977
HORVU1Hr1G000810	HORVU.MOREX.r3.1HG0000950	1H	2262761	2269279	1H	2262516	2269336
HORVU1Hr1G000830	HORVU.MOREX.r3.1HG0000990	1H	2301502	2305883	1H	2301095	2305883
HORVU1Hr1G000840	HORVU.MOREX.r3.1HG0001010	1H	2321790	2322053	1H	2321790	2326362
HORVU1Hr1G000900	HORVU.MOREX.r3.1HG0001020	1H	2358479	2364070	1H	2358479	2362796
HORVU1Hr1G000860	HORVU.MOREX.r3.1HG0001030	1H	2389468	2394114	1H	2389468	2394114
