1	12.416450023651	08.5__09.2__WT_MOPS_stationary2
2	12.409499645233	08.5__08.9__WT_MOPS_stationary4
3	12.38884973526	08.6__09.0__cybr_O_stat
4	12.220749855042	08.3__09.3__WT_MOPS_stationary
5	12.170800209045	08.5__09.0__WT_MOPS_heatShock
6	12.149233500163	08.4__09.2__K12_t240
7	12.040050029755	08.9__09.3__cybr_N_stat
8	11.977600097656	08.6__09.3__BW25113recA_uninduced_t180
9	11.917400360107	08.5__09.0__ik_H2_T8
10	11.881550312042	08.7__09.3__MG1655_t300_aerobic
11	11.87380027771	08.5__09.1__MG1655_t405_aerobic
12	11.728500366211	08.4__09.0__MG1063_uninduced_t180
13	11.573499679565	08.7__09.4__BW25113_uninduced_t120 <= 11.7
14	11.488233248393	08.4__08.7__har_S4_noIPTG
15	11.434259986877	08.6__09.2__MG1655_t86400_cecum
16	11.400879669189	08.8__09.1__ph5.7_anaerobic
17	11.358300209045	08.5__08.9__MG1655_t1080_aerobic
18	11.339133262634	07.8__08.6__K12_t90_K_fis
19	11.301300048828	08.6__09.4__MG1655_t180_anaerobic
20	11.28692483902	08.5__09.0__fnr_K_fnrAnaerobic
21	11.216400146484	08.8__09.5__BW25113_uninduced_t60
22	11.170800018311	08.2__09.4__ph5
23	11.135600090027	08.2__08.5__MG1655_kanamycin_t120
24	11.128899892171	08.7__09.5__M9_K_arcA_anaerobic
25	11.091199874878	08.7__09.2__cybr_N
26	11.090800285339	08.6__09.7__BW25113_uninduced_t30
27	11.081600189209	07.9__08.6__MG1655_spectinomycin_t120
28	11.032199859619	08.2__08.7__pepAA_t30
29	10.999150276184	08.4__09.1__WT_D_N0100
30	10.966549873352	08.4__09.3__cybr_O_log
31	10.960599899292	08.2__09.3__ik_H2_T4
32	10.954099655151	08.3__08.9__ccdB_MG1063_t120
33	10.896800041199	08.3__08.9__ccdB_chelator_W1872_t30
34	10.843999862671	08.6__09.1__norfloxacin_BW25113_t180
35	10.807800292969	08.8__09.5__BW25113recA_uninduced_t120
36	10.803349971771	08.6__09.3__ccdB_MG1063_t60
37	10.76220035553	08.4__09.2__MG1655_ampicillin_t120
38	10.757900238037	08.5__09.3__lacZ_W1863_t90
39	10.718600273132	08.1__09.1__ik_H2_T3
40	10.707300186157	08.4__09.3__lacZ_MG1655_t90
41	10.701000213623	08.5__09.4__ccdB_W1872_t30
42	10.688466389974	08.3__08.9__T12_N10000
43	10.681750297546	08.4__08.6__biofilm_K_yceP_indole
44	10.638100147247	08.6__09.2__MG1655_t150_aerobic
45	10.552800178528	08.5__09.4__ccdB_BW25113recA_t60
46	10.533050060272	08.4__09.1__ccdB_MG1655_t90
47	10.517499923706	08.1__09.2__pepAA_t0
48	10.512149810791	08.6__09.4__W3110_K_luxS
49	10.454899787903	08.2__09.5__lacZ_K12_t0
50	10.384900093079	08.7__09.3__ik_L2_T8
51	10.34049987793	08.5__08.8__biofilm_K_tnaA
52	10.299300193787	08.3__09.1__ccdB_K12_t60
53	10.285199642181	08.0__09.0__pET3d_t0
54	10.244700431824	08.5__08.7__biofilm_K_trpE
55	10.165300369263	08.4__09.4__MG1655_kanamycin_t30
56	10.152866999308	07.8__08.7__yoeB_U_N0075
57	10.137249946594	08.3__09.2__WT_N0075
58	10.058849811554	08.1__09.3__MGD1_t30
59	10.041749954224	08.6__08.9__har_S4_R_noIPTG
60	9.9851245880127	08.1__09.1__WT_N0050
61	9.8851299285889	08.2__08.9__pET3d_t30
62	9.5393896102905	08.3__08.6__MG1655_norfloxacin_t30
