1	9.9211320877075	09.7__08.7__ph5
2	9.8719000816345	09.2__08.5__cybr_N
3	9.7612498601278	10.1__08.9__K12_t90_K_fis
4	9.7394552230835	09.8__08.7__pepAA_t0
5	9.5770643234253	09.5__08.8__MG1655_t86400_cecum
6	9.4060230255127	10.2__10.2__K12_t240
7	9.3994302749634	09.8__09.0__ik_H2_T3
8	9.3730797767639	09.6__09.1__cybr_O_log <= 09.4
9	9.3616995811462	10.2__09.9__W3110_K_luxS
10	9.3608703613281	10.1__09.5__ik_L2_T8
11	9.3553304672241	09.9__10.2__BW25113recA_uninduced_t120
12	9.3151197433472	09.6__08.6__ccdB_K12_t60
13	9.2778902053833	09.9__09.2__lacZ_K12_t0
14	9.2562704086304	10.1__09.3__MG1655_spectinomycin_t120
15	9.2462396621704	09.8__08.8__BW25113_uninduced_t60
16	9.2166650295258	09.2__08.8__fnr_K_fnrAnaerobic
17	9.2086801528931	09.8__09.2__ccdB_chelator_W1872_t30
18	9.2025299072266	09.3__10.1__WT_MOPS_stationary
19	9.1789498329163	09.7__08.8__MG1655_t150_aerobic
20	9.1747097969055	09.3__09.5__WT_MOPS_stationary4
21	9.1288499832153	09.7__09.2__MG1655_ampicillin_t120
22	9.1250495910645	09.9__09.7__MG1655_kanamycin_t30
23	9.1195602416992	10.0__09.3__BW25113_uninduced_t30
24	9.113920211792	09.6__08.6__pepAA_t30
25	9.0710296630859	09.6__08.9__ik_H2_T4
26	9.0632500648499	09.4__08.7__MG1655_t405_aerobic
27	9.0496997833252	09.4__08.7__ccdB_W1872_t30
28	9.0332002639771	09.3__08.7__ik_H2_T8
29	9.0065751075745	09.5__08.9__cybr_O_stat
30	9.0054597854614	09.3__08.4__pET3d_t30
31	9.0041699409485	09.3__08.6__pET3d_t0
32	8.9923801422119	10.2__09.9__ccdB_BW25113recA_t60
33	8.9828400611877	09.3__08.6__MG1655_t180_anaerobic
34	8.9819480895996	09.2__08.6__ph5.7_anaerobic
35	8.9606199264526	09.8__09.1__MG1655_kanamycin_t120
36	8.9596047401428	09.6__08.8__cybr_N_stat
37	8.9588298797607	09.5__08.6__lacZ_W1863_t90
38	8.9444100062052	09.5__09.5__M9_K_arcA_anaerobic
39	8.9360504150391	09.1__08.5__WT_MOPS_heatShock
40	8.9280200004578	09.5__09.5__WT_D_N0100
41	8.9069647789001	09.7__09.7__ccdB_MG1063_t60
42	8.8967895507812	09.4__08.7__lacZ_MG1655_t90
43	8.8790249824524	09.6__09.2__MG1655_t1080_aerobic
44	8.8656597137451	09.7__09.6__WT_MOPS_stationary2
45	8.8569598197937	09.7__08.8__MGD1_t30
46	8.8449468612671	09.0__08.9__T12_N10000
47	8.8368601799011	09.6__08.9__MG1655_t300_aerobic
48	8.808983484904	09.4__08.3__har_S4_noIPTG
49	8.8057298660278	09.9__09.9__norfloxacin_BW25113_t180
50	8.8053197860718	09.7__09.7__ccdB_MG1063_t120
51	8.7872896194458	10.0__10.1__BW25113recA_uninduced_t180
52	8.659839630127	09.4__09.7__biofilm_K_trpE
53	8.6587200164795	10.0__10.4__BW25113_uninduced_t120
54	8.6429500579834	09.6__09.6__biofilm_K_tnaA
55	8.6341965993245	09.6__08.8__yoeB_U_N0075
56	8.5464954376221	09.6__09.1__ccdB_MG1655_t90
57	8.542929649353	09.9__10.1__MG1063_uninduced_t180
58	8.538125038147	09.5__09.2__WT_N0075
59	8.4524898529053	09.3__08.8__MG1655_norfloxacin_t30
60	8.3657201131185	09.0__08.4__har_S4_R_noIPTG
61	8.3585000038147	09.2__08.9__WT_N0050
62	8.2651400566101	09.6__10.0__biofilm_K_yceP_indole
